parameter_value,collapse_rate,mean_survival_epochs,final_population_mean,final_population_median,final_population_stddev,final_population_min,final_population_max,final_population_p10,final_population_p90,collapsed_mean,collapsed_median,collapsed_stddev,collapsed_min,collapsed_max,collapsed_p10,collapsed_p90,survival_epochs_mean,survival_epochs_median,survival_epochs_stddev,survival_epochs_min,survival_epochs_max,survival_epochs_p10,survival_epochs_p90,treasury_ratio_mean,treasury_ratio_median,treasury_ratio_stddev,treasury_ratio_min,treasury_ratio_max,treasury_ratio_p10,treasury_ratio_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_stddev,gini_coefficient_min,gini_coefficient_max,gini_coefficient_p10,gini_coefficient_p90,mean_fitness_mean,mean_fitness_median,mean_fitness_stddev,mean_fitness_min,mean_fitness_max,mean_fitness_p10,mean_fitness_p90,mean_population_mean,mean_population_median,mean_population_stddev,mean_population_min,mean_population_max,mean_population_p10,mean_population_p90,population_volatility_mean,population_volatility_median,population_volatility_stddev,population_volatility_min,population_volatility_max,population_volatility_p10,population_volatility_p90,total_births_mean,total_births_median,total_births_stddev,total_births_min,total_births_max,total_births_p10,total_births_p90,total_deaths_mean,total_deaths_median,total_deaths_stddev,total_deaths_min,total_deaths_max,total_deaths_p10,total_deaths_p90,birth_death_ratio_mean,birth_death_ratio_median,birth_death_ratio_stddev,birth_death_ratio_min,birth_death_ratio_max,birth_death_ratio_p10,birth_death_ratio_p90,total_entropy_burned_mean,total_entropy_burned_median,total_entropy_burned_stddev,total_entropy_burned_min,total_entropy_burned_max,total_entropy_burned_p10,total_entropy_burned_p90,role_entropy_mean,role_entropy_median,role_entropy_stddev,role_entropy_min,role_entropy_max,role_entropy_p10,role_entropy_p90
0.1,0,500,53.4,53.5,1.6026294183720633,49,56,51.9,55,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.004368762807187487,0.0008204522600020001,0.011403488707297633,0.0007857954670118643,0.04640812896588373,0.0007903600264605009,0.003394543867765487,0.5324864955104811,0.5386216743578771,0.04086973684021524,0.45774096647053,0.6141227295450261,0.4675517043961432,0.5771922858045775,0.5409149536687307,0.5391604701377164,0.021245931724189048,0.5083432974386837,0.5761177042563426,0.5147860489884379,0.5732014328393402,48.8652,49.275999999999996,1.8911171190316947,44.472,51.404,46.27119999999999,51.089,6.764716906604437,6.722852005090625,0.3951367165132673,5.9974661316259334,7.470234266741558,6.353116457202451,7.359687664045425,76.3,75.5,7.685255876985283,59,93,66.9,85.20000000000002,42.9,43,7.517698415983726,26,60,33.9,51.1,1.1019366744366743,1.0384615384615383,0.2950945579760206,0.7777777777777778,2,0.8163636363636364,1.3772727272727274,71.2110780544514,70.44724661988798,3.2157416493198574,65.96268624943451,77.01018631987615,67.5913172754546,75.47726639962934,2.3184766968886934,2.318246719914627,0.0027677535983071265,2.3123363541820083,2.321928094887362,2.3148887157991185,2.3211142553079824
0.2,0,500,52.85,52.5,2.3680993933621326,48,57,51,56,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.0013229625285663335,0.000811247237585486,0.0022991150080837602,0.0007505041118949804,0.01108956592526471,0.0007748684687637681,0.0008628525902589613,0.5489942307562099,0.553056279406634,0.02551845424556455,0.5059539603428468,0.5892583814971875,0.5174130912650681,0.582025553862178,0.547153488390551,0.5457163671972585,0.017634865865661233,0.510201985151509,0.5918631715637787,0.5310741994791935,0.5633961868519475,48.1695,48.257000000000005,2.188359527374931,44.324,51.492,44.8766,50.58540000000001,6.53604733687852,6.511374861875245,0.6583739219776855,5.023596719482984,7.74394318160975,5.765598429517237,7.202963110821766,77.9,77.5,7.166442264948634,66,92,69.7,88.30000000000001,45.05,43.5,7.444354978950935,35,59,36,55.2,1.1223353035853036,1.1394230769230769,0.22424802157708482,0.6923076923076923,1.7142857142857142,0.8942307692307692,1.3333333333333333,69.52285284239682,69.29576773189078,3.5294524764906425,62.38178348276074,77.64682963433869,66.20284771322558,73.17718832025093,2.3148909898914214,2.3171702855150906,0.0073169159459774,2.2949839597559083,2.321928094887362,2.3042186276593912,2.320839624314539
0.30000000000000004,0,500,53,54,2.53397960362331,48,56,49.8,56,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.005326361793093054,0.0008192911384713419,0.020173758764936878,0.0007704214662631379,0.09103510329865383,0.0007832662831026574,0.0008432746724795238,0.5476241639255016,0.5492104991203091,0.04104659064369211,0.45156102865014924,0.6213427637601354,0.4998075641077252,0.5957139050436402,0.5356204595653448,0.5422681228139117,0.022337236202391114,0.48110181813557346,0.5625454070386978,0.5070761120986937,0.5580796451738931,48.686800000000005,48.799,2.1147374006443953,42.016,51.412,46.9034,50.979800000000004,6.785409968162741,6.775295555237959,0.5243630361111546,5.848061559183511,7.70614404225617,6.0975509519605975,7.540308378864788,74.6,74,5.009464726106499,65,87,68.8,80.1,41.6,42,3.8443396531031246,34,52,36.9,45,1.1062690781440783,1,0.2535834268715591,0.8181818181818182,1.5714285714285714,0.8857142857142857,1.5071428571428571,70.07056735932107,71.00671093348733,3.5616072664763005,61.2256306359542,75.30630001028823,65.40668341974494,73.46686750349616,2.3154151246219623,2.3187731281684614,0.006781833545162995,2.2991502701646978,2.321928094887362,2.306733095572737,2.3209299320006815
0.4,0,500,53.45,54,1.9861361590045286,49,56,51.699999999999996,56,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.005922525641905199,0.0008047240801930524,0.018738656432229384,0.000766313423507227,0.08326805284921025,0.0007736441781087593,0.0028288105744733705,0.5521211082356378,0.5555260108490062,0.02346467404921153,0.5040741389386425,0.6017180938150539,0.5284571466370364,0.5831577492448315,0.5388436036884208,0.5381084191161902,0.02168011406364375,0.49153370740783303,0.574862769013672,0.5178275038459099,0.5692545346723946,48.8897,49.531,1.911560869523839,44.43,50.756,45.902,50.3602,6.93218276531057,6.873991735538812,0.5241678199836962,5.888386875876978,8.204514854639484,6.3974349393701,7.503525690832003,76.95,77.5,6.15992993808414,59,85,71.9,83.19999999999999,43.5,44.5,5.375382483331327,30,51,38,50.1,1.1030576368076368,1.140909090909091,0.22730889738987528,0.7142857142857143,1.5,0.8384615384615385,1.375,70.31895191516023,69.93481677159961,4.368870137713665,60.58622877791026,77.09970164078598,65.33133709525383,75.95331859980642,2.317713255184569,2.318487362970475,0.0029967352556667256,2.310423264910887,2.321928094887362,2.313781545364653,2.3209299320006815
0.5,0,500,53.9,54,1.8035053587243282,51,58,51.9,56,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.0008217931514626399,0.0008184532444350421,0.000024060874225306452,0.0007723740661077037,0.0008723884725121202,0.0007959851966777443,0.0008488262209838492,0.5458283545141863,0.5566704915992524,0.036627125081176624,0.47444866469022484,0.5951852175933526,0.5024140780517555,0.5889310574879305,0.5412291000883609,0.5434795881123686,0.016026043993615055,0.5175965269602982,0.5701091078998972,0.5225404915981506,0.563437561737448,48.5163,48.474999999999994,1.843486659338194,45.674,51.326,45.976600000000005,50.8544,6.855983058593478,6.818089102957437,0.8040094921404389,5.453047221508396,8.626722204870179,5.800102836125363,7.765438694084581,76.4,76,5.413433583031636,68,93,71.7,80.30000000000001,42.5,43,5.424117682312852,34,59,37,47.1,1.1305645743145745,1.1055555555555556,0.21168450032799246,0.7333333333333333,1.6666666666666667,0.9218181818181819,1.3647727272727272,70.59387149076768,71.23714651596326,2.9882326198296942,65.06119180205951,73.96122408463187,66.03040397690218,73.57171347149725,2.3160197414375756,2.316811305285717,0.0038982907524827983,2.307470326757281,2.3209194990354183,2.3100406348913225,2.3203952998655777
0.6,0,500,53.2,54,2.3305748105067177,47,57,50,55,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.0013006066849175718,0.0008243237178142476,0.0021500077356496963,0.0007747895612101076,0.01043406938961588,0.000788675306794354,0.0008644082050055766,0.5518367429868497,0.5475044676399918,0.03446612062821691,0.506276996307072,0.6463327812023696,0.517834427956099,0.5804600977009668,0.5426407852043236,0.5475354853908654,0.02363440209281465,0.5014709935760752,0.5813896201405622,0.5131133123985325,0.5689426818471345,48.59739999999999,48.751000000000005,2.301877869548206,44.29,52.17,46.1236,51.54619999999999,6.784161453424592,6.688230168355398,0.7181533144245406,5.089056494086103,8.197676500082192,6.082208833799195,7.848710494005029,72.4,73.5,6.508294303182832,58,87,63.9,78.1,39.2,40,6.485611605294975,30,57,31,44.1,1.0423856209150328,1.0294117647058822,0.15824881195211676,0.8181818181818182,1.3333333333333333,0.856043956043956,1.2583333333333335,71.01874375292866,70.91599980708511,4.406879421067034,64.17752871231465,81.3337290465843,65.11284591751304,76.59850434615494,2.31539382958841,2.3195401794781447,0.007693132900833082,2.2931509844968936,2.321928094887362,2.3042582151252597,2.3208476117866272
0.7,0,500,54.35,55,2.3457688673327066,48,57,51,56.1,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.005240814796859889,0.0008171406325503852,0.019787313556265985,0.0007750757842750349,0.08930773495250263,0.0007828920213436281,0.0008576023156314934,0.5440259172556476,0.5475800238211614,0.023603144136066387,0.49076880623509633,0.5763164148060832,0.5081631840094464,0.5696113560684564,0.5516085890358537,0.552450353067351,0.018816291207874033,0.5052512440658833,0.5830195869058187,0.5358281851564989,0.5766488760589252,48.6529,48.41,1.4959675587532317,45.948,51.192,46.7676,50.692400000000006,6.96221596190478,6.936329406472077,0.4417042351694441,6.067754444603035,7.854183853208419,6.347537293018386,7.507450808764446,78.9,79,5.562089724668523,66,87,71.9,86,44.55,45,5.49138080612652,35,56,36.8,50.1,1.2155488261738263,1.2111111111111112,0.33042400344485995,0.7142857142857143,1.75,0.7969230769230771,1.6714285714285717,70.06357892737762,70.64714122985711,4.297507545899981,63.26798313208438,78.21154990965265,64.78937188699692,74.61799406517623,2.316426045499752,2.3184916359914913,0.005315055846869278,2.3045124168253177,2.321928094887362,2.3064826174348503,2.3210238286880513
0.7999999999999999,0,500,53.25,53,2.0994986870303363,47,56,51.8,55.1,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.003623528837489378,0.0008200861618134511,0.012561520686017786,0.0007609691360563838,0.05699135337194059,0.0007821733566088737,0.0008576377592780251,0.5411042337198498,0.5401905988721054,0.03616826939189524,0.4739638312611074,0.6332924337307742,0.5032933096269471,0.5796132393898894,0.5422677563148047,0.5440203390391402,0.016963509841655424,0.515730734752215,0.5759350892202598,0.5176443806415261,0.5627062295461411,48.26669999999999,48.988,2.3933812483597343,41.6,52.496,46.004999999999995,50.409800000000004,6.757101148804473,6.699680359643052,0.4819860937338822,5.90491320850694,8.022301664734384,6.290374354255227,7.221469852914239,75.15,77,6.753361735968399,59,88,68.5,82.2,41.9,43,6.155015071168859,32,58,35.6,47.2,1.1152164502164503,1.0954545454545455,0.25767429585353724,0.6363636363636364,1.6666666666666667,0.8547619047619047,1.5071428571428571,70.44122744816656,69.83544868178875,4.0839807015250225,63.30587904035062,81.68578308191108,65.88839946875268,74.6210536279525,2.3176801388526194,2.3187626197264803,0.0036182169021045586,2.306224614015051,2.321928094887362,2.314844076240336,2.320441645154925
0.8999999999999999,0,500,54.15,55,2.641271623569542,47,57,50.8,57,0,0,0,0,0,0,0,500,500,0,500,500,500,500,0.0008257771633409291,0.0008267674732014639,0.00002913094925123595,0.0007773664353430645,0.0008892180237313364,0.0007930860816693333,0.0008624080670568389,0.5526985785431909,0.553969228685012,0.023785166099632906,0.5064149220516182,0.5893862011178899,0.5274897405544783,0.5837470399848206,0.5447637846330846,0.5430270680559944,0.02263800686929007,0.4959171889608579,0.5838372081064471,0.518188020174205,0.5739202192876323,48.5586,49.169,2.8994512802107555,38.56,51.472,46.531000000000006,51.3454,6.8314382934613365,7.0161156127204105,0.68835428655682,4.805247132042236,8.008464272255956,6.0268205277169615,7.366345734910201,73.4,74.5,9.394287177798397,43,91,66.7,80.4,39.25,39.5,8.090767968233267,16,57,33.5,46.1,1.2435149572649573,1.2264957264957266,0.29649800029750867,0.6923076923076923,1.75,0.8799999999999999,1.6750000000000003,70.2607839573456,69.79135762513818,3.674619650423116,61.19504314063169,78.56177208202507,66.68320111187018,74.05227598146665,2.316298396187892,2.3185850953084595,0.006188862860224536,2.300192216727618,2.3209194990354183,2.304927538783624,2.3209194990354183
