parameter_value,collapse_rate,mean_survival_epochs,final_population_mean,final_population_median,final_population_stddev,final_population_min,final_population_max,final_population_p10,final_population_p90,collapsed_mean,collapsed_median,collapsed_stddev,collapsed_min,collapsed_max,collapsed_p10,collapsed_p90,survival_epochs_mean,survival_epochs_median,survival_epochs_stddev,survival_epochs_min,survival_epochs_max,survival_epochs_p10,survival_epochs_p90,mean_population_mean,mean_population_median,mean_population_stddev,mean_population_min,mean_population_max,mean_population_p10,mean_population_p90,min_population_mean,min_population_median,min_population_stddev,min_population_min,min_population_max,min_population_p10,min_population_p90,mean_fitness_mean,mean_fitness_median,mean_fitness_stddev,mean_fitness_min,mean_fitness_max,mean_fitness_p10,mean_fitness_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_stddev,gini_coefficient_min,gini_coefficient_max,gini_coefficient_p10,gini_coefficient_p90,total_births_mean,total_births_median,total_births_stddev,total_births_min,total_births_max,total_births_p10,total_births_p90,total_deaths_mean,total_deaths_median,total_deaths_stddev,total_deaths_min,total_deaths_max,total_deaths_p10,total_deaths_p90,treasury_ratio_mean,treasury_ratio_median,treasury_ratio_stddev,treasury_ratio_min,treasury_ratio_max,treasury_ratio_p10,treasury_ratio_p90,max_treasury_reserve_mean,max_treasury_reserve_median,max_treasury_reserve_stddev,max_treasury_reserve_min,max_treasury_reserve_max,max_treasury_reserve_p10,max_treasury_reserve_p90,birth_death_ratio_mean,birth_death_ratio_median,birth_death_ratio_stddev,birth_death_ratio_min,birth_death_ratio_max,birth_death_ratio_p10,birth_death_ratio_p90,atp_variance_mean,atp_variance_median,atp_variance_stddev,atp_variance_min,atp_variance_max,atp_variance_p10,atp_variance_p90,wealth_concentration_index_mean,wealth_concentration_index_median,wealth_concentration_index_stddev,wealth_concentration_index_min,wealth_concentration_index_max,wealth_concentration_index_p10,wealth_concentration_index_p90,median_mean_atp_divergence_mean,median_mean_atp_divergence_median,median_mean_atp_divergence_stddev,median_mean_atp_divergence_min,median_mean_atp_divergence_max,median_mean_atp_divergence_p10,median_mean_atp_divergence_p90,mean_gini_coefficient_mean,mean_gini_coefficient_median,mean_gini_coefficient_stddev,mean_gini_coefficient_min,mean_gini_coefficient_max,mean_gini_coefficient_p10,mean_gini_coefficient_p90,max_gini_coefficient_mean,max_gini_coefficient_median,max_gini_coefficient_stddev,max_gini_coefficient_min,max_gini_coefficient_max,max_gini_coefficient_p10,max_gini_coefficient_p90,reproductive_inequality_index_mean,reproductive_inequality_index_median,reproductive_inequality_index_stddev,reproductive_inequality_index_min,reproductive_inequality_index_max,reproductive_inequality_index_p10,reproductive_inequality_index_p90,survival_inequality_index_mean,survival_inequality_index_median,survival_inequality_index_stddev,survival_inequality_index_min,survival_inequality_index_max,survival_inequality_index_p10,survival_inequality_index_p90,top_decile_persistence_mean,top_decile_persistence_median,top_decile_persistence_stddev,top_decile_persistence_min,top_decile_persistence_max,top_decile_persistence_p10,top_decile_persistence_p90
30,0,500,7.55,7,1.7910596686995397,4,11,5.8999999999999995,10,0,0,0,0,0,0,0,500,500,0,500,500,500,500,12.6812,12.55,0.8190552709323746,11.266,14.352,11.8804,13.9654,5.35,5,1.4608937423083823,3,8,4,8,0.5232457179558416,0.5182486031329141,0.04818935268947977,0.40764967600978774,0.5962561009168146,0.47413599451817673,0.5868404216872929,0.5537248599835178,0.5621295271896573,0.1250987310771792,0.3176289306087282,0.7217219112871657,0.35158946640017813,0.6833051537080835,13.25,13,2.29128784747792,7,17,10.9,16.1,25.7,26,2.430074722697789,21,31,23,28.200000000000003,0.5669260913235747,0.5617136184687554,0.0701229052172958,0.46300819831335155,0.6751766043777937,0.4669678269524397,0.6655045461652016,746.0207187124722,712.0748881221482,208.78274307866695,534.3574677685933,1544.140912664428,620.5897301173667,809.0013493830987,1.4224999999999999,1.3333333333333333,0.4943622212992749,1,3,1,2,7913.0963126395,6917.193481780678,7649.507259675625,1705.7310358368097,38019.686616660365,2603.752132358546,10146.507703181174,0.41287231998774604,0.37049083451123227,0.12515093230845525,0.27112736356965156,0.739640221069471,0.29966476467715475,0.5533793635755159,0.47034132999111977,0.39948287901425705,0.4117057129236808,-0.34751130213052317,1,0.038841052225782546,1,0.46694133040380176,0.4762501288907923,0.07209242615469624,0.3510060204858461,0.5877715810415128,0.37996037343790035,0.5661170020794125,0.7768458229961596,0.7643042209401502,0.035832287956226914,0.7313011920420885,0.8504526721252832,0.7412551295535855,0.8344453032667218,0.9350510396466281,1,0.16138441989125757,0.2857142857142857,1,0.8448717948717949,1,0.8798942361207439,0.8846153846153846,0.019068034904852305,0.8095238095238095,0.9032258064516129,0.8695652173913044,0.8935714285714287,0.19149999999999995,0.14400000000000002,0.17507757679022415,0.032,0.728,0.0434,0.3736000000000002
60,0,500,8.15,8,1.565247584249853,6,11,6,10,0,0,0,0,0,0,0,500,500,0,500,500,500,500,12.955599999999999,12.870999999999999,0.7158916707229704,11.976,14.638,12.202,14.025599999999999,5.8,6,1.105012502906165,4,8,4.9,7.100000000000001,0.5240868018345974,0.5230004746239084,0.049142487978518806,0.4385561665081526,0.6363114676602781,0.4682012732246117,0.5959323342879937,0.5713079237118021,0.565247027677975,0.1525265287414098,0.2371406218001166,0.7867529277482442,0.38973053807511093,0.7369247244210078,12.45,12,2.282081229238369,7,16,10.9,16,24.3,24.5,2.9753372210469466,19,29,21,28.1,0.5515235890345164,0.5415738435570975,0.08779709073364098,0.41733310420730735,0.7511700237451836,0.453380985526625,0.6589441394711159,732.1252675351014,733.3591684390251,112.09776968872981,512.3930524338746,1022.4153680128511,636.6042828162848,846.9712781900132,1.5583333333333333,1.4166666666666665,0.6506294747783045,1,4,1,2,7127.972913727339,6624.165226487779,3752.331185163388,1114.3224296586818,19341.73348822107,4097.282395365409,9995.193644636063,0.4063226538249004,0.38868263760533406,0.13421484336092893,0.24419810488244909,0.7887528744120964,0.263910171645312,0.552382340863692,0.44803769330261145,0.4603758545414611,0.4647635582601785,-0.570773528815256,1,-0.08412082613714802,1,0.4702048766624768,0.4747358246916342,0.057427502659799845,0.3363031611027854,0.5601024191381458,0.40208196284014863,0.5343165089783964,0.7726775226418163,0.7664242899194731,0.03671342925182957,0.713074050970436,0.8370535849928052,0.727881279836663,0.8183155205948474,0.9887581168831169,1,0.027857867551640977,0.9090909090909091,1,0.9366071428571429,1,0.8677126729478383,0.8775,0.027690409434334075,0.8095238095238095,0.896551724137931,0.8173160173160174,0.8932266009852218,0.14800000000000002,0.136,0.07921722300770605,0.062,0.354,0.06760000000000001,0.22520000000000004
90,0,500,7.2,7,1.8524521444205841,5,11,5,10,0,0,0,0,0,0,0,500,500,0,500,500,500,500,12.5684,12.402000000000001,0.9770179333590879,10.92,14.702,11.5898,14.0364,5.05,5,1.3945382182304158,2,7,3.9000000000000004,7,0.526728598082183,0.5299849047047611,0.06481772750610679,0.4282596878193676,0.65359674392513,0.4511909851036549,0.5945157755480602,0.5214261543143153,0.5057311692370582,0.15010628781656696,0.25012747915415146,0.7764295231360059,0.34301390074101784,0.7001785435186864,12.7,13,2.364206776957237,7,17,9.9,15.100000000000001,25.5,25.5,3.3166247903554,20,32,21,29.200000000000003,0.5511251004431373,0.5433325984078081,0.07144337797738683,0.4299043400174232,0.6695397564930384,0.47224852352422825,0.6391538159641186,792.0288981646406,713.7407088227743,251.24672558266508,527.2419880707184,1434.5416558868917,582.6869583949165,1122.9511930542003,1.6516666666666666,1.4166666666666665,0.6535754116499873,1,3,1,3,7892.521616246307,7970.988474561273,2963.8104739544547,3654.692519306195,15160.718102433935,4685.052860812814,11161.512354331035,0.3959121020831766,0.380553722073393,0.11160016138538237,0.26130835157524274,0.7412847154916467,0.2862082463369993,0.48841170081189844,0.22749335474849994,0.14018161717202446,0.4502106581806994,-0.37228404390194275,1,-0.3023683424802075,0.9591597715193685,0.4514254832371546,0.462778335047438,0.06065570716064037,0.3337958000442988,0.5565836949686354,0.37168225290894746,0.5167688353177976,0.7660265684223381,0.7651498090610216,0.035167615905391546,0.7014986227228616,0.8440706925465357,0.7254767696330238,0.8062214121155652,0.8973987287222581,1,0.1636775645210852,0.42857142857142855,1,0.6647058823529411,1,0.8759760938661136,0.8823076923076922,0.02397483419166188,0.8095238095238095,0.90625,0.8483333333333334,0.8972191323692993,0.1738,0.11599999999999999,0.13527344626037255,0.05,0.528,0.05740000000000001,0.33720000000000017
120,0,500,8.35,9,1.348488432516786,6,11,6.9,10,0,0,0,0,0,0,0,500,500,0,500,500,500,500,12.991000000000003,13.067,0.5801918013172794,12.01,13.968,12.2222,13.6746,5.7,6,1.2182817926554554,4,8,4,7,0.5250426030739637,0.527492910721407,0.05160765799871126,0.4078031053766807,0.6156475488612859,0.46642766621466303,0.5840636235489048,0.5878423631291956,0.5870493142246456,0.08927168718700979,0.3930969040830278,0.7491631778414429,0.49882112761968184,0.694177654018946,12.9,13,2.221900561515559,8,17,10,15.200000000000003,24.55,24.5,2.3502519461807316,21,29,21,27.1,0.5531471128209186,0.5401932913382015,0.07735393355167246,0.4432888056584051,0.7024891642239135,0.4601311298280159,0.6633498752149267,747.5796340228399,689.1448872465071,179.94643728153494,499.9469437409915,1277.2812903511178,599.0209386122058,970.4984091381722,1.6133333333333333,1.3666666666666667,0.6991557147376344,1,3,1,3,7665.572224949929,7109.629510793867,5419.916376037568,2441.4608885461216,27598.793413170446,3461.8483646971886,11762.656650204392,0.3930869891642521,0.352507433708095,0.149818978581994,0.23498910011567078,0.755022408917971,0.2588089905292269,0.5987209778183852,0.48005785886186486,0.45253166396879596,0.45578739110661964,-0.4227795228802154,1,-0.060215462321674615,1,0.48563912057502884,0.48795208554268166,0.05533095940274424,0.39568507379908197,0.5927487975338012,0.4019714697688117,0.5558821295424659,0.7814459128959207,0.7688142816332275,0.03930825048102623,0.7121394342064106,0.8598400579399433,0.7465519807216912,0.831520931868436,0.9706744236156002,1,0.045220460376568385,0.8461538461538461,1,0.9207692307692308,1,0.8767204385236619,0.8775,0.011929963636253574,0.8571428571428571,0.896551724137931,0.8571428571428571,0.8892857142857142,0.18329999999999996,0.152,0.16069490543131396,0.034,0.608,0.041800000000000004,0.4280000000000001
150,0,500,7.65,8,1.8715318802914818,4,10,5,10,0,0,0,0,0,0,0,500,500,0,500,500,500,500,12.560199999999998,12.716999999999999,0.8477715432082421,10.784,14.086,11.5076,13.359200000000001,5,5,1.2139539573337679,3,7,3.9000000000000004,7,0.5231596414518063,0.5146747657931335,0.04354033836155754,0.45356403467219475,0.6006738337703977,0.46612227716871923,0.5737773101829505,0.542989562346962,0.569446186001119,0.14305892529504108,0.22659188043609235,0.740099299478403,0.33275172379347834,0.7023742325299187,12.1,12.5,1.9166857359844667,8,15,9,14,24.45,24,2.584875035155166,20,29,21.8,29,0.5880526237854722,0.5747350360822028,0.0905560816808783,0.4585395864502047,0.7788645980675722,0.46827294366859895,0.6725685096006515,821.7247058770706,782.1344406110827,226.36373314172118,589.4966615877684,1683.1763091186244,632.9909252277271,912.0702500380903,1.7833333333333337,1.5,0.8431006544003464,1,4,1,3,7690.139940767323,6050.850446116528,8105.979289419441,1512.5528302215403,39649.34205177124,2167.6079912818454,10686.817677563673,0.394763290570214,0.35204532910864406,0.15636523853096054,0.27831726236411414,0.9714101406014165,0.28793604339078654,0.5315685947733026,0.3283802002771894,0.26787660669333097,0.42702634648496346,-0.5436903653664134,1,-0.1293592011076246,0.8490686287595502,0.4621531568869791,0.4803349694296172,0.05609700466742876,0.34323598820601464,0.554357486738192,0.38492974833899685,0.5145844825821231,0.7806595519812922,0.7753918579542296,0.03513678793301206,0.7027641697852667,0.8402778455867793,0.7471483938568411,0.8236863163799106,0.9363324175824177,1,0.15003786131024685,0.375,1,0.8428571428571427,1,0.8738213113722859,0.875,0.017203577218822298,0.8260869565217391,0.896551724137931,0.85,0.896551724137931,0.18620000000000003,0.14100000000000001,0.17562987397245078,0.026,0.776,0.057800000000000004,0.2916000000000003
180,0,500,8.05,8,1.848897253129978,5,11,5.8999999999999995,10.100000000000001,0,0,0,0,0,0,0,500,500,0,500,500,500,500,12.870299999999997,12.614,0.9101718229919122,11.342,14.956,12.026,13.866400000000002,5.55,5,1.3168942730211068,3,8,4,7.100000000000001,0.5084634206040208,0.5052956133044977,0.04161339486464979,0.44293034116614804,0.5824749133810119,0.4541520871469958,0.5580058937260209,0.6019409330423264,0.6465856640050158,0.14556890449764423,0.23130396763218644,0.8016072678222294,0.45754570373019654,0.7594338499846032,13.85,14,2.0332758116683993,10,18,11,16.1,25.8,26.5,3.5333002315562982,21,32,21.900000000000002,31,0.6037387302320627,0.6002034877241231,0.07000904991021978,0.4906807211758374,0.7676942345519534,0.534919433666646,0.6897339583336431,714.3532242345541,704.6076624637255,127.99961623337796,482.26639606145307,977.6672677743331,530.3602836938959,846.9236359562225,1.6541666666666668,1.3333333333333333,0.980166995558046,1,5,1,3,5340.743438168743,5396.897039351235,2980.8595445491433,886.5417416861532,12193.06906356183,1530.6066059578866,8866.573688590694,0.454732097960229,0.42564477830483805,0.13611329118715665,0.24659096029988214,0.7722219817075504,0.2978927245398337,0.6092022985454677,0.5646691270783227,0.6194973320186095,0.45384692988949865,-0.2379659123707638,1,0.06919303169058019,1,0.4877403196353619,0.49139215230019717,0.053680202750858455,0.4107403170792145,0.5767482723868012,0.41673087966049105,0.5522588671687495,0.7906819277045842,0.7910475247817617,0.038316056167969244,0.7059096152321938,0.8484137706679427,0.7504701405413781,0.8379740957351447,0.9525544063779359,1,0.091335557001177,0.6470588235294118,1,0.8547619047619047,1,0.870380781803906,0.8867521367521367,0.03864709319211376,0.7727272727272727,0.90625,0.8207509881422925,0.903225806451613,0.20970000000000005,0.15,0.15332699834358146,0.052,0.606,0.0596,0.4164
