parameter_value,collapse_rate,mean_survival_epochs,final_population_mean,final_population_median,final_population_stddev,final_population_min,final_population_max,final_population_p10,final_population_p90,collapsed_mean,collapsed_median,collapsed_stddev,collapsed_min,collapsed_max,collapsed_p10,collapsed_p90,survival_epochs_mean,survival_epochs_median,survival_epochs_stddev,survival_epochs_min,survival_epochs_max,survival_epochs_p10,survival_epochs_p90,mean_population_mean,mean_population_median,mean_population_stddev,mean_population_min,mean_population_max,mean_population_p10,mean_population_p90,min_population_mean,min_population_median,min_population_stddev,min_population_min,min_population_max,min_population_p10,min_population_p90,mean_fitness_mean,mean_fitness_median,mean_fitness_stddev,mean_fitness_min,mean_fitness_max,mean_fitness_p10,mean_fitness_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_stddev,gini_coefficient_min,gini_coefficient_max,gini_coefficient_p10,gini_coefficient_p90,total_births_mean,total_births_median,total_births_stddev,total_births_min,total_births_max,total_births_p10,total_births_p90,total_deaths_mean,total_deaths_median,total_deaths_stddev,total_deaths_min,total_deaths_max,total_deaths_p10,total_deaths_p90,treasury_ratio_mean,treasury_ratio_median,treasury_ratio_stddev,treasury_ratio_min,treasury_ratio_max,treasury_ratio_p10,treasury_ratio_p90,max_treasury_reserve_mean,max_treasury_reserve_median,max_treasury_reserve_stddev,max_treasury_reserve_min,max_treasury_reserve_max,max_treasury_reserve_p10,max_treasury_reserve_p90,birth_death_ratio_mean,birth_death_ratio_median,birth_death_ratio_stddev,birth_death_ratio_min,birth_death_ratio_max,birth_death_ratio_p10,birth_death_ratio_p90,atp_variance_mean,atp_variance_median,atp_variance_stddev,atp_variance_min,atp_variance_max,atp_variance_p10,atp_variance_p90,wealth_concentration_index_mean,wealth_concentration_index_median,wealth_concentration_index_stddev,wealth_concentration_index_min,wealth_concentration_index_max,wealth_concentration_index_p10,wealth_concentration_index_p90,median_mean_atp_divergence_mean,median_mean_atp_divergence_median,median_mean_atp_divergence_stddev,median_mean_atp_divergence_min,median_mean_atp_divergence_max,median_mean_atp_divergence_p10,median_mean_atp_divergence_p90,mean_gini_coefficient_mean,mean_gini_coefficient_median,mean_gini_coefficient_stddev,mean_gini_coefficient_min,mean_gini_coefficient_max,mean_gini_coefficient_p10,mean_gini_coefficient_p90,max_gini_coefficient_mean,max_gini_coefficient_median,max_gini_coefficient_stddev,max_gini_coefficient_min,max_gini_coefficient_max,max_gini_coefficient_p10,max_gini_coefficient_p90,reproductive_inequality_index_mean,reproductive_inequality_index_median,reproductive_inequality_index_stddev,reproductive_inequality_index_min,reproductive_inequality_index_max,reproductive_inequality_index_p10,reproductive_inequality_index_p90,survival_inequality_index_mean,survival_inequality_index_median,survival_inequality_index_stddev,survival_inequality_index_min,survival_inequality_index_max,survival_inequality_index_p10,survival_inequality_index_p90,top_decile_persistence_mean,top_decile_persistence_median,top_decile_persistence_stddev,top_decile_persistence_min,top_decile_persistence_max,top_decile_persistence_p10,top_decile_persistence_p90
30,1,270,6.5,6.5,1.2773327473170102,5,9,5,8,1,1,0,1,1,1,1,221,220.5,4.611199181854634,214,232,216.8,225.10000000000002,17.70120671252895,17.617216117216117,0.30710943467988505,17.31021897810219,18.357142857142858,17.376377254924385,18.177500970981523,6.35,6.5,1.2258187382102492,5,9,5,8,0.5526004017188724,0.5570586430763314,0.04616823837484979,0.44524752998741096,0.6229232639967744,0.5073049007499592,0.5984239035637666,0.5031729535398748,0.49069588759868266,0.13798976911568595,0.24432053579230203,0.7382415264426325,0.3571794278965484,0.6778752942224119,5.95,6,1.7312909694943341,0,8,5,8,19.45,19.5,2.211810403980842,14,23,16.9,22.1,0.4553196979867435,0.4190290264218367,0.08487340756753212,0.35048285500755383,0.6437134273126599,0.36677440530847266,0.5610645790931662,330.91429192640874,324.82337027564233,71.71819141519994,245.01936768717593,591.5704899906079,275.28873074087153,391.4496225631432,0.23188033242986808,0.23529411764705882,0.05483597442784344,0.07692307692307693,0.3333333333333333,0.16666666666666666,0.3,3429.2579335121764,3100.150257361217,2591.638479862817,1315.8292494519085,13543.03066553331,1819.1857675623571,4109.153643538333,0.3812253585416646,0.346785262127412,0.12005187223677911,0.23530984846775652,0.6325277895048448,0.2775846130867407,0.541628615393207,0.13903506963433085,0.025478280039341314,0.4836226264935767,-0.5282994469301575,0.9089877827937388,-0.49668025386396353,0.8205045930936056,0.4448461647396873,0.44848474552779627,0.021221349569948318,0.4074595771630659,0.4873124848202749,0.41756579038173,0.4662596650575081,0.7638645631894309,0.7634817337885876,0.02877426354298345,0.723851859567387,0.8312364272227247,0.7300385103482079,0.79684729139253,0.95,1,0.22360679774997896,0,1,1,1,0.8436566024891338,0.8460526315789474,0.019743910811566373,0.7857142857142857,0.8695652173913043,0.8224264705882353,0.8642292490118577,0.19839878747721781,0.17105263157894735,0.09010527247094464,0.09124087591240876,0.3956043956043956,0.10843822843822844,0.32654629273914715
60,1,273.15,7.2,7,1.3992479182911457,5,10,6,9.100000000000001,1,1,0,1,1,1,1,224.15,222.5,7.862469144780892,216,247,216.9,233,17.823145991448637,17.679155754554927,0.4026934658869201,17.26241134751773,18.716911764705884,17.381674700454486,18.279496402877697,6.85,7,1.348488432516786,5,10,5.8999999999999995,8.200000000000003,0.5656770695024281,0.5709262424695456,0.05357736246585944,0.452374334842317,0.6581052794675862,0.5015978280324221,0.6216926200069982,0.53827046078499,0.5237392598900874,0.14245550365241325,0.22539363474235782,0.7603709034475485,0.36863752215432904,0.7077286083295439,5.9,6,1.2523661815266247,4,8,4,7.100000000000001,18.7,18,2.0287408591745297,15,22,16,21,0.4829173044706222,0.4482805870166442,0.0772659408600732,0.3743247703649625,0.6408819669703867,0.4139952574626608,0.6043301418560533,332.27561325855646,313.73023131503214,47.98195541874536,275.60595972758773,437.1640559689099,285.10185447204395,411.50640425102716,0.24189112487100103,0.25,0.03439277177356849,0.17647058823529413,0.29411764705882354,0.19764705882352945,0.2785714285714286,2641.683945192743,2524.4031383556558,766.3725523302888,1543.887310371604,4365.389659265412,1827.3087316624285,3718.1028357417135,0.3971593261249798,0.3579217661638828,0.1286009817302943,0.2560844755869218,0.8087491109181641,0.28234518467583775,0.5255922886529397,0.37629867822866214,0.3654914157609822,0.4751007118894915,-0.3275428467101296,0.9927645389856563,-0.14635118891387247,0.9522371694212519,0.45156698199270034,0.45515457111748503,0.02023810697535841,0.42190456565271867,0.49132592314067264,0.42455908912679674,0.47755324640297697,0.7627336637597663,0.7613575054846144,0.023707547018039492,0.7207467387852159,0.8008390189601283,0.731704789307632,0.7957646892716447,1,1,0,1,1,1,1,0.8377231347084289,0.8333333333333334,0.01803369453285893,0.8,0.8636363636363636,0.8125,0.8571428571428571,0.22893265026216353,0.2546202225447508,0.10689854746186653,0.06015037593984962,0.39925373134328357,0.1011070110701107,0.3651079136690648
90,1,271.75,6.15,6,1.496487114615601,4,10,5,8.100000000000001,1,1,0,1,1,1,1,222.75,221,6.14624403920587,215,236,217,233.10000000000002,17.562800345479083,17.57250447809803,0.31990499112377635,17.03191489361702,18.338345864661655,17.164327094474153,17.899642745790896,5.95,6,1.5035046776746235,4,10,4.9,7.200000000000003,0.5513674741258565,0.5559027203208223,0.058371596664949295,0.4629957990549024,0.6540075158713891,0.47215267350428664,0.6103646989580932,0.46560580387640255,0.4632066346407575,0.1664542370063456,0.12403253938798148,0.7216908871380808,0.25219603395708756,0.6749129368577047,5.9,6,1.5525869752736798,2,8,3.9000000000000004,8,19.75,20,2.0994986870303363,16,24,17.8,22.1,0.481740673257954,0.4939895004908028,0.08291683107697308,0.3238769024496385,0.6758008117220405,0.3937148308304932,0.5520713576012306,341.72798646514866,328.4981374326069,63.55542693533613,254.61041202708293,541.504960587934,274.00805610580335,388.36719726388543,0.22388839746424885,0.22875816993464052,0.049242358938663175,0.125,0.29411764705882354,0.16333333333333333,0.2785714285714286,3136.1138939853627,2548.292928763455,1829.5320349841138,1323.0002148556778,8962.700587135656,1703.7090093991512,5199.4749193593425,0.3996158985635263,0.38301607176526387,0.1052135673380265,0.25350215544772714,0.6666400763935288,0.27720840108682065,0.5047211970870308,0.17882131077124475,0.113310397387457,0.44734765133831644,-0.42436395489776324,0.9943954028454044,-0.273950697644097,0.8745205462689655,0.4481497596571368,0.4452596456710751,0.025954197331152472,0.4034806201477852,0.5011075746579233,0.41981104176159284,0.47902816273965254,0.7684894100355679,0.7736019035322936,0.03181754227840007,0.7066475976433578,0.8228589945525564,0.7351514134258913,0.7987780363602134,1,1,0,1,1,1,1,0.8464333759299436,0.85,0.016663208890314654,0.8125,0.875,0.83125,0.8642292490118577,0.19831521640935842,0.16878129117259552,0.1132009637021504,0.07037037037037037,0.48314606741573035,0.09735620640047773,0.3472681704260653
120,1,275.55,6.55,6.5,1.3562719801759993,4,9,4.9,8.100000000000001,1,1,0,1,1,1,1,226.55,225,8.917605295735303,212,246,216.9,236.3,17.640557756254324,17.635727029438,0.3124840573442691,17.116197183098592,18.12142857142857,17.282485643970467,18.087956204379562,6.35,6,1.1821033884786183,4,9,4.9,7.100000000000001,0.5371367480434809,0.5482656937420951,0.04337960410018507,0.43298763916337946,0.5910328848105169,0.48509208854423047,0.586314687379864,0.4989295720187661,0.5247433588022236,0.1610419537344313,0.06410355504111263,0.7553400660485498,0.363776688246647,0.6488853056642152,5.9,6,1.2523661815266252,2,8,5,7,19.35,19,1.4608937423083823,16,22,17.900000000000002,21.1,0.47072568191856334,0.4591376873867996,0.08577591182521728,0.32999266651078896,0.7433259760818051,0.3941704902843122,0.5338105077688406,331.8759331709722,325.5908256947099,46.41840034589629,245.0062909543721,481.98336071760133,290.88199988704145,373.0038167113503,0.23914114329942504,0.23529411764705882,0.04665149110766784,0.13333333333333333,0.3333333333333333,0.19764705882352945,0.28125000000000006,2828.6944525115473,2859.7259940236795,1133.0553896289978,302.9329210947691,5733.1134766916875,1959.304263564318,3758.9951526568393,0.38708893582876003,0.35484721383043905,0.10913946189799585,0.2535237811114374,0.6926951721534306,0.2887839571425545,0.5234049279666791,0.2683048267866763,0.24102529262751432,0.46927236933830846,-0.5377597445792709,1,-0.2613783923452428,0.8381920150124063,0.4449823746174424,0.44588302640794986,0.01646409725295083,0.41977899832634885,0.47340591995735287,0.42329857228606194,0.4674015753747903,0.7760457890108491,0.7777381453420104,0.021108659268150077,0.7393621310373146,0.8049794253325635,0.7513839407185329,0.8032284089599663,1,1,0,1,1,1,1,0.844092425247611,0.8421052631578947,0.01219084671993268,0.8125,0.8636363636363636,0.8323529411764706,0.8577922077922078,0.166825453000338,0.14051094890510948,0.06673158191362596,0.08646616541353383,0.3274647887323944,0.11108980630013696,0.2479913286866803
150,1,273.55,7.2,7,1.3611140947574412,5,10,5.8999999999999995,9,1,1,0,1,1,1,1,224.55,224,6.89374239513824,217,237,217,233.3,17.807345357577873,17.749130164441915,0.37968061009675197,17.333333333333332,18.677902621722847,17.373784461152884,18.265093984962405,6.9,7,1.3337718577107005,5,10,5.8999999999999995,9,0.5623264663418098,0.5716424046546024,0.0440440910154763,0.4786757147093271,0.6319734511579811,0.4984330584227129,0.6064654650020296,0.5579098398348095,0.5559489395851736,0.11185947736233044,0.3635943679782121,0.7579582857828229,0.41941354931938835,0.6848864370101108,5.8,6,1.361114094757441,3,8,4.800000000000001,7,18.6,19,1.8750438591361562,14,22,16,20.1,0.4820163463293564,0.4754449860690768,0.08201435254114417,0.36930734220143696,0.6285156032397682,0.38809893391859734,0.6062237780060328,348.8008608492882,336.2677246096721,60.52141857410791,276.8296356899299,525.6773344098549,288.5278854481137,439.3277916061642,0.23890540831717302,0.2426470588235294,0.0601397558886431,0.14285714285714285,0.3888888888888889,0.17647058823529416,0.29595588235294124,3234.2186748593595,3103.956384090618,1498.6908284711224,722.7630923026428,6552.107520692604,1654.0068628343556,5473.252760784649,0.3834191853251428,0.37531927478083255,0.07476065156917149,0.2532086763347705,0.5461319065932436,0.28507344568385806,0.46321650117973795,0.3906396117178844,0.5440171432243469,0.48616734115249843,-0.387960648163662,0.9714727400875014,-0.19664990837278526,0.9358862282472609,0.45673445766324516,0.45743892654543994,0.019678830222496932,0.4209740105649001,0.49629122978091583,0.42771168981458185,0.4806439265553474,0.7749207427916667,0.771883817548,0.029369887798424584,0.7209814463492165,0.8285491639209878,0.7445577853711403,0.8084706000376285,1,1,0,1,1,1,1,0.8369977919397422,0.8421052631578947,0.018055766422552244,0.7857142857142857,0.8636363636363636,0.8125,0.8507142857142858,0.2672892080012338,0.2896553651787461,0.12242075955521808,0.07865168539325842,0.47686832740213525,0.12241957285752907,0.4342469234884966
180,1,271.2,6.5,7,1.670171752907624,4,9,4,8.100000000000001,1,1,0,1,1,1,1,222.2,222,5.79110024997523,213,236,217,229.4,17.62995926882395,17.65675618073316,0.33277455612553763,17.04428044280443,18.17669172932331,17.203553319705858,17.99998732787024,6.15,6,1.460893742308382,4,9,4,8,0.5437679449853396,0.538312714425699,0.05901547269261652,0.4420134282996644,0.6891110185630721,0.4822427667682726,0.608217503385621,0.5046826600703536,0.5260233549223767,0.1318771625673547,0.264182931301958,0.689445482314347,0.354711429188325,0.6527860335264233,5.95,6,1.5719582155957414,3,8,3.9000000000000004,8,19.45,19,1.9324105480761045,16,24,17.900000000000002,21.200000000000003,0.5117516074509089,0.489961182089111,0.10740918357526681,0.39460806737004944,0.8675157314762802,0.40771195540316696,0.5869138081784758,352.08544238200386,333.93419627989584,60.49922376361149,270.2091432187057,457.9616713069534,279.79835315887135,440.37253133391675,0.24490877930119415,0.25,0.0631946446062292,0.11764705882352941,0.3684210526315789,0.18541666666666665,0.3145833333333334,2734.5363808681423,2650.5268453667295,1347.550488824738,53.35728988195207,5752.975289891239,1494.1737991019845,4373.792136023623,0.39046755101511765,0.3741803576258279,0.06703485027180155,0.29757741256793924,0.5591010038233469,0.32293777209393293,0.4799734977069797,0.28957778637842285,0.17806442356136154,0.4800058563693535,-0.35111281361713914,0.914999558635815,-0.29973930334126614,0.8834700845718909,0.4522911798888522,0.4560602941042121,0.02220233067577567,0.41344102903276186,0.49049425865392837,0.4192226643346276,0.47796558990135696,0.7650345333482116,0.770717227920628,0.02341250299520628,0.7195878392401345,0.8018418446311874,0.7332723123864484,0.7898281889206015,1,1,0,1,1,1,1,0.8443555459941413,0.8421052631578947,0.014989119115315952,0.8125,0.875,0.8323529411764706,0.8583850931677018,0.20345631963257302,0.1490309133235883,0.12489463172892291,0.05904059040590406,0.47368421052631576,0.07405735528412108,0.37081516269708165
